Time,Temperature,Frequency,Capacitance [F],tand,Permittivity
6/19/2020 8:40:06 AM,32.000000E+0,464.158883E+0,162.754791E+3,5.778191E+0,4.068870E+3
6/19/2020 8:40:07 AM,33.000000E+0,1.000000E+3,442.413392E+3,11.678686E+0,11.060335E+3
6/19/2020 8:40:07 AM,34.000000E+0,2.154435E+3,1.202604E+6,3.378431E+0,30.065107E+3
6/19/2020 8:40:08 AM,35.000000E+0,4.641589E+3,3.269017E+6,12.998756E+0,81.725434E+3
6/19/2020 8:40:08 AM,36.000000E+0,10.000000E+3,8.886111E+6,13.599768E+0,222.152763E+3
6/19/2020 8:40:09 AM,37.000000E+0,21.544347E+3,24.154953E+6,9.607965E+0,603.873819E+3
6/19/2020 8:40:09 AM,38.000000E+0,46.415888E+3,65.659969E+6,16.153517E+0,1.641499E+6
6/19/2020 8:40:10 AM,39.000000E+0,100.000000E+3,178.482301E+6,10.621252E+0,4.462058E+6
6/19/2020 8:40:10 AM,40.000000E+0,215.443469E+3,485.165195E+6,5.399678E+0,12.129130E+6
6/19/2020 8:40:11 AM,41.000000E+0,464.158883E+3,1.318816E+9,13.295104E+0,32.970393E+6
6/19/2020 8:40:11 AM,42.000000E+0,1.000000E+6,3.584913E+9,21.012039E+0,89.622821E+6
6/19/2020 8:40:12 AM,25.000000E+0,1.000000E+0,148.413159E+0,2.564617E+0,3.710329E+0
6/19/2020 8:40:13 AM,26.000000E+0,2.154435E+0,403.428793E+0,3.962275E+0,10.085720E+0
6/19/2020 8:40:13 AM,27.000000E+0,4.641589E+0,1.096633E+3,4.387377E+0,27.415829E+0
6/19/2020 8:40:14 AM,28.000000E+0,10.000000E+0,2.980958E+3,4.904034E+0,74.523950E+0
6/19/2020 8:40:14 AM,29.000000E+0,21.544347E+0,8.103084E+3,1.479245E+0,202.577098E+0
