Time,Temperature,Frequency,Capacitance [F],tand,Permittivity
6/16/2020 1:42:43 PM,39.000000E+0,464.158883E+3,178.482301E+6,4.590818E+0,4.462058E+6
6/16/2020 1:42:44 PM,23.000000E+0,1.000000E+0,20.085537E+0,2.549860E+0,502.138423E-3
6/16/2020 1:42:44 PM,24.000000E+0,2.154435E+0,54.598150E+0,931.278860E-3,1.364954E+0
6/16/2020 1:42:45 PM,25.000000E+0,4.641589E+0,148.413159E+0,2.312862E+0,3.710329E+0
6/16/2020 1:42:45 PM,26.000000E+0,10.000000E+0,403.428793E+0,3.343436E+0,10.085720E+0
6/16/2020 1:42:46 PM,27.000000E+0,21.544347E+0,1.096633E+3,6.830240E+0,27.415829E+0
6/16/2020 1:42:46 PM,28.000000E+0,46.415888E+0,2.980958E+3,7.327257E+0,74.523950E+0
6/16/2020 1:42:47 PM,29.000000E+0,100.000000E+0,8.103084E+3,8.981963E+0,202.577098E+0
6/16/2020 1:42:47 PM,30.000000E+0,215.443469E+0,22.026466E+3,5.434460E+0,550.661645E+0
6/16/2020 1:42:48 PM,31.000000E+0,464.158883E+0,59.874142E+3,468.227991E-3,1.496854E+3
6/16/2020 1:42:48 PM,32.000000E+0,1.000000E+3,162.754791E+3,11.837474E+0,4.068870E+3
6/16/2020 1:42:49 PM,33.000000E+0,2.154435E+3,442.413392E+3,10.733366E+0,11.060335E+3
6/16/2020 1:42:49 PM,34.000000E+0,4.641589E+3,1.202604E+6,3.572689E+0,30.065107E+3
6/16/2020 1:42:50 PM,35.000000E+0,10.000000E+3,3.269017E+6,1.408732E+0,81.725434E+3
6/16/2020 1:42:50 PM,36.000000E+0,21.544347E+3,8.886111E+6,12.323512E+0,222.152763E+3
6/16/2020 1:42:51 PM,37.000000E+0,46.415888E+3,24.154953E+6,4.319777E+0,603.873819E+3
6/16/2020 1:42:51 PM,38.000000E+0,100.000000E+3,65.659969E+6,3.397960E+0,1.641499E+6
6/16/2020 1:42:52 PM,39.000000E+0,215.443469E+3,178.482301E+6,12.698337E+0,4.462058E+6
6/16/2020 1:42:52 PM,40.000000E+0,464.158883E+3,485.165195E+6,394.777333E-3,12.129130E+6
6/16/2020 1:42:53 PM,24.000000E+0,1.000000E+0,54.598150E+0,3.784521E+0,1.364954E+0
6/16/2020 1:42:53 PM,25.000000E+0,2.154435E+0,148.413159E+0,1.536873E+0,3.710329E+0
6/16/2020 1:42:54 PM,26.000000E+0,4.641589E+0,403.428793E+0,2.181944E+0,10.085720E+0
6/16/2020 1:42:54 PM,27.000000E+0,10.000000E+0,1.096633E+3,2.778373E+0,27.415829E+0
6/16/2020 1:42:55 PM,28.000000E+0,21.544347E+0,2.980958E+3,2.076744E+0,74.523950E+0
6/16/2020 1:42:55 PM,29.000000E+0,46.415888E+0,8.103084E+3,5.923964E+0,202.577098E+0
6/16/2020 1:42:56 PM,30.000000E+0,100.000000E+0,22.026466E+3,6.657150E+0,550.661645E+0
6/16/2020 1:42:56 PM,31.000000E+0,215.443469E+0,59.874142E+3,10.580462E+0,1.496854E+3
6/16/2020 1:42:57 PM,32.000000E+0,464.158883E+0,162.754791E+3,9.800348E+0,4.068870E+3
6/16/2020 1:42:57 PM,33.000000E+0,1.000000E+3,442.413392E+3,1.903350E+0,11.060335E+3
6/16/2020 1:42:58 PM,34.000000E+0,2.154435E+3,1.202604E+6,5.429495E+0,30.065107E+3
6/16/2020 1:42:58 PM,35.000000E+0,4.641589E+3,3.269017E+6,4.961994E+0,81.725434E+3
6/16/2020 1:42:59 PM,36.000000E+0,10.000000E+3,8.886111E+6,10.310798E+0,222.152763E+3
6/16/2020 1:42:59 PM,37.000000E+0,21.544347E+3,24.154953E+6,15.086501E+0,603.873819E+3
6/16/2020 1:43:00 PM,38.000000E+0,46.415888E+3,65.659969E+6,4.997833E+0,1.641499E+6
6/16/2020 1:43:00 PM,39.000000E+0,100.000000E+3,178.482301E+6,9.319502E+0,4.462058E+6
6/16/2020 1:43:01 PM,40.000000E+0,215.443469E+3,485.165195E+6,13.110357E+0,12.129130E+6
6/16/2020 1:43:01 PM,41.000000E+0,464.158883E+3,1.318816E+9,14.654144E+0,32.970393E+6
6/16/2020 1:43:02 PM,25.000000E+0,1.000000E+0,148.413159E+0,3.494514E+0,3.710329E+0
6/16/2020 1:43:03 PM,26.000000E+0,2.154435E+0,403.428793E+0,502.579350E-3,10.085720E+0
6/16/2020 1:43:03 PM,27.000000E+0,4.641589E+0,1.096633E+3,4.841533E+0,27.415829E+0
6/16/2020 1:43:04 PM,28.000000E+0,10.000000E+0,2.980958E+3,830.373631E-3,74.523950E+0
6/16/2020 1:43:04 PM,29.000000E+0,21.544347E+0,8.103084E+3,120.011148E-3,202.577098E+0
6/16/2020 1:43:05 PM,30.000000E+0,46.415888E+0,22.026466E+3,2.081886E+0,550.661645E+0
6/16/2020 1:43:05 PM,31.000000E+0,100.000000E+0,59.874142E+3,8.101062E+0,1.496854E+3
6/16/2020 1:43:06 PM,32.000000E+0,215.443469E+0,162.754791E+3,5.685607E+0,4.068870E+3
6/16/2020 1:43:06 PM,33.000000E+0,464.158883E+0,442.413392E+3,10.712618E+0,11.060335E+3
6/16/2020 1:43:07 PM,34.000000E+0,1.000000E+3,1.202604E+6,7.420166E+0,30.065107E+3
6/16/2020 1:43:07 PM,35.000000E+0,2.154435E+3,3.269017E+6,8.208429E+0,81.725434E+3
6/16/2020 1:43:08 PM,36.000000E+0,4.641589E+3,8.886111E+6,11.775660E+0,222.152763E+3
6/16/2020 1:43:08 PM,37.000000E+0,10.000000E+3,24.154953E+6,1.532998E+0,603.873819E+3
6/16/2020 1:43:09 PM,38.000000E+0,21.544347E+3,65.659969E+6,8.397662E+0,1.641499E+6
6/16/2020 1:43:09 PM,39.000000E+0,46.415888E+3,178.482301E+6,4.321168E+0,4.462058E+6
6/16/2020 1:43:10 PM,40.000000E+0,100.000000E+3,485.165195E+6,7.754618E+0,12.129130E+6
6/16/2020 1:43:10 PM,41.000000E+0,215.443469E+3,1.318816E+9,17.762477E+0,32.970393E+6
6/16/2020 1:43:11 PM,42.000000E+0,464.158883E+3,3.584913E+9,21.695185E+0,89.622821E+6
6/16/2020 1:43:11 PM,26.000000E+0,1.000000E+0,403.428793E+0,4.595366E+0,10.085720E+0
6/16/2020 1:43:12 PM,27.000000E+0,2.154435E+0,1.096633E+3,2.132637E+0,27.415829E+0
6/16/2020 1:43:12 PM,28.000000E+0,4.641589E+0,2.980958E+3,5.760707E+0,74.523950E+0
6/16/2020 1:43:13 PM,29.000000E+0,10.000000E+0,8.103084E+3,7.312551E+0,202.577098E+0
6/16/2020 1:43:13 PM,30.000000E+0,21.544347E+0,22.026466E+3,7.107000E+0,550.661645E+0
6/16/2020 1:43:14 PM,31.000000E+0,46.415888E+0,59.874142E+3,3.867685E+0,1.496854E+3
6/16/2020 1:43:14 PM,32.000000E+0,100.000000E+0,162.754791E+3,2.425722E+0,4.068870E+3
6/16/2020 1:43:15 PM,33.000000E+0,215.443469E+0,442.413392E+3,3.768197E+0,11.060335E+3
6/16/2020 1:43:15 PM,34.000000E+0,464.158883E+0,1.202604E+6,11.508500E+0,30.065107E+3
6/16/2020 1:43:16 PM,35.000000E+0,1.000000E+3,3.269017E+6,1.015346E+0,81.725434E+3
6/16/2020 1:43:16 PM,36.000000E+0,2.154435E+3,8.886111E+6,3.815703E+0,222.152763E+3
6/16/2020 1:43:17 PM,37.000000E+0,4.641589E+3,24.154953E+6,15.034712E+0,603.873819E+3
6/16/2020 1:43:17 PM,38.000000E+0,10.000000E+3,65.659969E+6,195.141210E-3,1.641499E+6
6/16/2020 1:43:18 PM,39.000000E+0,21.544347E+3,178.482301E+6,7.400563E+0,4.462058E+6
